,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Gas,Y_Very_Low_G,Y_Low_G,Y_Medium_G,Y_High_G,Y_Very_High_G
5,68.4,4.414067161188634,0.6122475780897266,1992.0,0,0,1,0,0,0,0,0,0,0,3.541591963195493,1,0,0,0,0
6,76.05,4.6392753145676195,0.608605486845713,1992.0,0,0,1,0,0,0,0,0,0,0,2.5632349210814853,1,0,0,0,0
7,76.4,4.693522533994676,0.6053847945886103,1992.0,0,0,1,0,0,0,0,0,0,0,2.611374523264012,1,0,0,0,0
8,67.5,4.404393705976117,0.6035486990027852,1992.0,0,0,1,0,0,0,0,0,0,0,3.7871332451888255,1,0,0,0,0
9,55.3,4.124558981985272,0.6043613970489701,1992.0,0,0,1,0,0,0,0,0,0,0,4.790295186214221,1,0,0,0,0
10,46.2,3.921606098114821,0.6073111899573446,1992.0,0,0,1,0,0,0,0,0,0,0,6.943621185348193,1,0,0,0,0
11,35.35,3.7983169630533324,0.6086506367371678,1992.0,0,0,1,0,0,0,0,0,0,0,7.706862085941724,1,0,0,0,0
0,32.6,1.2949559777070752,0.7551643023104786,1996.0,1,0,0,0,0,0,0,0,0,0,6.343440512614547,1,0,0,0,0
1,34.05,1.356701425683678,0.7580159612082028,1996.0,1,0,0,0,0,0,0,0,0,0,8.491390464812255,1,0,0,0,0
2,42.55,1.3164980873423662,0.7594980733984672,1996.0,1,0,0,0,0,0,0,0,0,0,6.843802625671304,1,0,0,0,0
3,47.1,1.3412865628009398,0.7643571500728789,1996.0,1,0,0,0,0,0,0,0,0,0,3.667371082049544,1,0,0,0,0
4,58.6,1.3907990163838495,0.7648824556593018,1996.0,1,0,0,0,0,0,0,0,0,0,3.2702125791187804,1,0,0,0,0
5,68.4,1.500960463261326,0.7632127343310291,1996.0,1,0,0,0,0,0,0,0,0,0,3.224028304462474,1,0,0,0,0
6,76.05,1.5775402981125304,0.7586725931912314,1996.0,1,0,0,0,0,0,0,0,0,0,2.3333975292560214,1,0,0,0,0
7,76.4,1.5959865357044267,0.7546577576378566,1996.0,1,0,0,0,0,0,0,0,0,0,2.3772206013701767,1,0,0,0,0
8,67.5,1.497671099215219,0.7523689261541568,1996.0,1,0,0,0,0,0,0,0,0,0,3.447552654892227,1,0,0,0,0
9,55.3,1.4025160321036436,0.7533820154994011,1996.0,1,0,0,0,0,0,0,0,0,0,4.360764150015236,1,0,0,0,0
10,46.2,1.333503884469627,0.757059154604361,1996.0,1,0,0,0,0,0,0,0,0,0,6.321008029628889,1,0,0,0,0
11,35.35,1.2915806172153181,0.7587288759326338,1996.0,1,0,0,0,0,0,0,0,0,0,7.015811466108548,1,0,0,0,0
0,32.6,4.0227922384391395,0.7385672846772814,2004.0,0,0,1,0,0,0,0,0,0,0,9.290431283207315,1,0,0,0,0
1,34.05,4.214605020614976,0.7413562697530774,2004.0,0,0,1,0,0,0,0,0,0,0,12.43626064678029,0,1,0,0,0
2,42.55,4.089712993223327,0.7428058080490504,2004.0,0,0,1,0,0,0,0,0,0,0,10.023248091188734,1,0,0,0,0
3,47.1,4.16671861225144,0.747558091829519,2004.0,0,0,1,0,0,0,0,0,0,0,5.3711324256999875,1,0,0,0,0
4,58.6,4.320529488766397,0.7480718522382183,2004.0,0,0,1,0,0,0,0,0,0,0,4.789464831800072,1,0,0,0,0
5,68.4,4.662747001255599,0.7464388280819956,2004.0,0,0,1,0,0,0,0,0,0,0,4.721824593162075,1,0,0,0,0
6,76.05,4.900642937923542,0.7419984702639516,2004.0,0,0,1,0,0,0,0,0,0,0,3.4174308656082535,1,0,0,0,0
7,76.4,4.95794633872677,0.7380718728546071,2004.0,0,0,1,0,0,0,0,0,0,0,3.481612950911327,1,0,0,0,0
8,67.5,4.652528562650828,0.73583334535956,2004.0,0,0,1,0,0,0,0,0,0,0,5.049192306891174,1,0,0,0,0
9,55.3,4.3569285020971185,0.7368241690049088,2004.0,0,0,1,0,0,0,0,0,0,0,6.386657145664994,1,0,0,0,0
10,46.2,4.142541652938191,0.7404204918658037,2004.0,0,0,1,0,0,0,0,0,0,0,9.25757727578413,1,0,0,0,0
11,35.35,4.012306651112675,0.7420535160220265,2004.0,0,0,1,0,0,0,0,0,0,0,10.275167583301656,1,0,0,0,0
0,32.6,1.2719685934874232,0.4149254408299333,1887.0,0,0,0,0,1,0,0,0,0,0,1.8347777189841858,1,0,0,0,0
1,34.05,1.3326179684230213,0.4164922863781334,1887.0,0,0,0,0,1,0,0,0,0,0,2.4560510967274496,1,0,0,0,0
2,42.55,1.2931282988096617,0.41730663373542154,1887.0,0,0,0,0,1,0,0,0,0,0,1.9795025342693209,1,0,0,0,0
3,47.1,1.3174767421595033,0.4199764560839994,1887.0,0,0,0,0,1,0,0,0,0,0,1.0607509813027385,1,0,0,0,0
4,58.6,1.3661102764480417,0.4202650855270889,1887.0,0,0,0,0,1,0,0,0,0,0,0.9458767942376285,1,0,0,0,0
5,68.4,1.4743161946827228,0.4193476562258402,1887.0,0,0,0,0,1,0,0,0,0,0,0.9325184474637718,1,0,0,0,0
6,76.05,1.549536624181539,0.41685307318199527,1887.0,0,0,0,0,1,0,0,0,0,0,0.6749122637310123,1,0,0,0,0
7,76.4,1.5676554137688454,0.4146471195812399,1887.0,0,0,0,0,1,0,0,0,0,0,0.6875876559148903,1,0,0,0,0
8,67.5,1.4710852217143573,0.41338951986492134,1887.0,0,0,0,0,1,0,0,0,0,0,0.9971706652946738,1,0,0,0,0
9,55.3,1.377619297805946,0.4139461623623083,1887.0,0,0,0,0,1,0,0,0,0,0,1.26130809996281,1,0,0,0,0
10,46.2,1.309832217881409,0.41596656846393465,1887.0,0,0,0,0,1,0,0,0,0,0,1.8282893441217225,1,0,0,0,0
11,35.35,1.2686531506375316,0.4168839977651834,1887.0,0,0,0,0,1,0,0,0,0,0,2.0292543979897992,1,0,0,0,0
0,32.6,1.3179433619267273,2.0497316776998704,1983.0,0,0,0,1,0,0,0,0,0,0,23.600883891384605,0,0,1,0,0
1,34.05,1.380784882944335,2.057471894707979,1983.0,0,0,0,1,0,0,0,0,0,0,31.592370108606037,0,0,1,0,0
2,42.55,1.339867875875071,2.0614947706529825,1983.0,0,0,0,1,0,0,0,0,0,0,25.46249008291695,0,0,1,0,0
3,47.1,1.3650963834423766,2.0746836930549573,1983.0,0,0,0,1,0,0,0,0,0,0,13.64451970850099,0,1,0,0,0
4,58.6,1.4154877563196575,2.076109522503819,1983.0,0,0,0,1,0,0,0,0,0,0,12.166884394430433,0,1,0,0,0
5,68.4,1.5276047318399295,2.0715774217556504,1983.0,0,0,0,1,0,0,0,0,0,0,11.99505497448021,0,1,0,0,0
6,76.05,1.605543972043522,2.0592541815190564,1983.0,0,0,0,1,0,0,0,0,0,0,8.681447244740854,1,0,0,0,0
7,76.4,1.6243176576400082,2.048356770731325,1983.0,0,0,0,1,0,0,0,0,0,0,8.844491768398516,1,0,0,0,0
8,67.5,1.524256976716081,2.0421442281327113,1983.0,0,0,0,1,0,0,0,0,0,0,12.826681318401805,0,1,0,0,0
9,55.3,1.4274127664013414,2.044894042069803,1983.0,0,0,0,1,0,0,0,0,0,0,16.22430102048878,0,1,0,0,0
10,46.2,1.3571755510578454,2.054874848211837,1983.0,0,0,0,1,0,0,0,0,0,0,23.517423437189883,0,0,1,0,0
11,35.35,1.314508083793105,2.059406948960006,1983.0,0,0,0,1,0,0,0,0,0,0,26.102452050460947,0,0,1,0,0
0,32.6,0.4214353773602908,0.5560000907121107,1981.0,1,0,0,0,0,0,0,0,0,0,7.616614409177159,1,0,0,0,0
1,34.05,0.4415300497787118,0.5580996637466987,1981.0,1,0,0,0,0,0,0,0,0,0,10.19567328480889,1,0,0,0,0
2,42.55,0.4284461230995867,0.5591908892054649,1981.0,1,0,0,0,0,0,0,0,0,0,8.217402778286282,1,0,0,0,0
3,47.1,0.4365133784263414,0.5627684511525592,1981.0,1,0,0,0,0,0,0,0,0,0,4.4034386973111515,1,0,0,0,0
4,58.6,0.45262689882314633,0.5631552146062991,1981.0,1,0,0,0,0,0,0,0,0,0,3.9265676412755237,1,0,0,0,0
5,68.4,0.4884782572743961,0.5619258593426258,1981.0,1,0,0,0,0,0,0,0,0,0,3.8711138522591226,1,0,0,0,0
6,76.05,0.5134006887348472,0.5585831180638737,1981.0,1,0,0,0,0,0,0,0,0,0,2.801727108235235,1,0,0,0,0
7,76.4,0.5194039021523282,0.5556271402388615,1981.0,1,0,0,0,0,0,0,0,0,0,2.8543457844654805,1,0,0,0,0
8,67.5,0.48740775418246773,0.5539419566189947,1981.0,1,0,0,0,0,0,0,0,0,0,4.139501139079207,1,0,0,0,0
9,55.3,0.45644012879112666,0.5546878575654931,1981.0,1,0,0,0,0,0,0,0,0,0,5.236000715066131,1,0,0,0,0
10,46.2,0.43398055411733427,0.5573952017416725,1981.0,1,0,0,0,0,0,0,0,0,0,7.589679566357648,1,0,0,0,0
11,35.35,0.4203368872594231,0.5586245570053459,1981.0,1,0,0,0,0,0,0,0,0,0,8.42393502367817,1,0,0,0,0
0,32.6,2.5056248799420926,0.4398209672797293,1926.0,0,0,1,0,0,0,0,0,0,0,8.154909693941455,1,0,0,0,0
1,34.05,2.6250968414116143,0.4414818235608214,1926.0,0,0,1,0,0,0,0,0,0,0,10.916240528911096,1,0,0,0,0
2,42.55,2.5473069500648156,0.44234503175954687,1926.0,0,0,1,0,0,0,0,0,0,0,8.798158075972198,1,0,0,0,0
3,47.1,2.5952704499166117,0.44517504344903935,1926.0,0,0,1,0,0,0,0,0,0,0,4.714646559515023,1,0,0,0,0
4,58.6,2.6910726530030704,0.4454809906587142,1926.0,0,0,1,0,0,0,0,0,0,0,4.2040732012340225,1,0,0,0,0
5,68.4,2.9042252750677733,0.4445085155993906,1926.0,0,0,1,0,0,0,0,0,0,0,4.144700280757602,1,0,0,0,0
6,76.05,3.052400458478092,0.441864257572915,1926.0,0,0,1,0,0,0,0,0,0,0,2.999735883596395,1,0,0,0,0
7,76.4,3.088092290978388,0.4395259467561143,1926.0,0,0,1,0,0,0,0,0,0,0,3.0560733230176917,1,0,0,0,0
8,67.5,2.897860647593945,0.43819289105681664,1926.0,0,0,1,0,0,0,0,0,0,0,4.4320555241033395,1,0,0,0,0
9,55.3,2.7137440384490623,0.4387829321040468,1926.0,0,0,1,0,0,0,0,0,0,0,5.606048920807857,1,0,0,0,0
10,46.2,2.5802116581157875,0.4409245625717707,1926.0,0,0,1,0,0,0,0,0,0,0,8.126071262715508,1,0,0,0,0
11,35.35,2.499093856978752,0.44189703763109445,1926.0,0,0,1,0,0,0,0,0,0,0,9.019286745427815,1,0,0,0,0
0,32.6,2.245101192119367,0.6804777229610907,1902.0,1,0,0,0,0,0,0,0,0,0,8.68594854717094,1,0,0,0,0
1,34.05,2.352150992457501,0.6830473496601387,1902.0,1,0,0,0,0,0,0,0,0,0,11.627094243987415,1,0,0,0,0
2,42.55,2.282449346694162,0.6843828793260913,1902.0,1,0,0,0,0,0,0,0,0,0,9.371084564498137,1,0,0,0,0
3,47.1,2.325425815980328,0.688761387977759,1902.0,1,0,0,0,0,0,0,0,0,0,5.021659217694088,1,0,0,0,0
4,58.6,2.41126693373058,0.6892347402644258,1902.0,1,0,0,0,0,0,0,0,0,0,4.477837877418572,1,0,0,0,0
5,68.4,2.602256897843601,0.6877301562103778,1902.0,1,0,0,0,0,0,0,0,0,0,4.414598656911128,1,0,0,0,0
6,76.05,2.7350254872601862,0.6836390400184722,1902.0,1,0,0,0,0,0,0,0,0,0,3.195075423015187,1,0,0,0,0
7,76.4,2.7670062423751305,0.6800212761132334,1902.0,1,0,0,0,0,0,0,0,0,0,3.255081495241381,1,0,0,0,0
8,67.5,2.59655403591751,0.677958812578471,1902.0,1,0,0,0,0,0,0,0,0,0,4.720666161290137,1,0,0,0,0
9,55.3,2.4315810497418204,0.6788717062741856,1902.0,1,0,0,0,0,0,0,0,0,0,5.971108731619242,1,0,0,0,0
10,46.2,2.311932770115981,0.6821851722808527,1902.0,1,0,0,0,0,0,0,0,0,0,8.655232188656779,1,0,0,0,0
11,35.35,2.2392492357638356,0.6836897563349008,1902.0,1,0,0,0,0,0,0,0,0,0,9.606612892497012,1,0,0,0,0
0,32.6,1.3869055145856843,0.5974926347951041,1957.0,1,0,0,0,0,0,0,0,0,0,5.439025273139241,1,0,0,0,0
1,34.05,1.4530352547263063,0.5997488923845121,1957.0,1,0,0,0,0,0,0,0,0,0,7.28073152894936,1,0,0,0,0
2,42.55,1.4099772414731855,0.600921552579007,1957.0,1,0,0,0,0,0,0,0,0,0,5.868048320368127,1,0,0,0,0
3,47.1,1.4365258453666871,0.6047660967609592,1957.0,1,0,0,0,0,0,0,0,0,0,3.1444961076849514,1,0,0,0,0
4,58.6,1.4895539761270817,0.605181723159008,1957.0,1,0,0,0,0,0,0,0,0,0,2.803962428747332,1,0,0,0,0
5,68.4,1.60753753757574,0.6038606249652099,1957.0,1,0,0,0,0,0,0,0,0,0,2.76436287128672,1,0,0,0,0
6,76.05,1.6895549938364973,0.6002684253820733,1957.0,1,0,0,0,0,0,0,0,0,0,2.0007136677117194,1,0,0,0,0
7,76.4,1.709311023446753,0.5970918521969855,1957.0,1,0,0,0,0,0,0,0,0,0,2.038288670787969,1,0,0,0,0
8,67.5,1.6040146092186667,0.5952809086054868,1957.0,1,0,0,0,0,0,0,0,0,0,2.9560182653480047,1,0,0,0,0
9,55.3,1.502102969294435,0.596082473801724,1957.0,1,0,0,0,0,0,0,0,0,0,3.739028745515352,1,0,0,0,0
10,46.2,1.4281905508225001,0.5989918585880659,1957.0,1,0,0,0,0,0,0,0,0,0,5.4197910986158675,1,0,0,0,0
11,35.35,1.3832904835264652,0.6003129567818641,1957.0,1,0,0,0,0,0,0,0,0,0,6.01553302184536,1,0,0,0,0
0,32.6,2.1991264236800627,1.7094928162193255,1997.0,0,0,0,1,0,0,0,0,0,0,16.65351037239541,0,1,0,0,0
1,34.05,2.303984077936187,1.7159482198779097,1997.0,0,0,0,1,0,0,0,0,0,0,22.29254911441196,0,1,0,0,0
2,42.55,2.2357097696287522,1.719303330989937,1997.0,0,0,0,1,0,0,0,0,0,0,17.967117022158078,0,1,0,0,0
3,47.1,2.2778061746974543,1.7303029990660777,1997.0,0,0,0,1,0,0,0,0,0,0,9.627993236932273,1,0,0,0,0
4,58.6,2.3618894538589634,1.7314921523716065,1997.0,0,0,0,1,0,0,0,0,0,0,8.585328261216057,1,0,0,0,0
5,68.4,2.548968360686394,1.7277123436504616,1997.0,0,0,0,1,0,0,0,0,0,0,8.46408013167171,1,0,0,0,0
6,76.05,2.679018139398203,1.7174346615098206,1997.0,0,0,0,1,0,0,0,0,0,0,6.125896487735884,1,0,0,0,0
7,76.4,2.7103439985039675,1.7083461326747085,1997.0,0,0,0,1,0,0,0,0,0,0,6.240945723959038,1,0,0,0,0
8,67.5,2.543382280915786,1.703164821843476,1997.0,0,0,0,1,0,0,0,0,0,0,9.050901286684097,1,0,0,0,0
9,55.3,2.3817875811464244,1.7054581889327103,1997.0,0,0,0,1,0,0,0,0,0,0,11.448366365134635,1,0,0,0,0
10,46.2,2.264589436939544,1.713782262071411,1997.0,0,0,0,1,0,0,0,0,0,0,16.594618106071266,0,1,0,0,0
11,35.35,2.193394302608262,1.7175620707925559,1997.0,0,0,0,1,0,0,0,0,0,0,18.418693891629605,0,1,0,0,0
0,32.6,5.072549451136591,0.4398209672797293,1966.0,0,0,1,0,0,0,0,0,0,0,7.052042046582254,1,0,0,0,0
1,34.05,5.314416235518314,0.4414818235608214,1966.0,0,0,1,0,0,0,0,0,0,0,9.439931291658398,1,0,0,0,0
2,42.55,5.156933336216843,0.44234503175954687,1966.0,0,0,1,0,0,0,0,0,0,0,7.608297701975582,1,0,0,0,0
3,47.1,5.254033754877055,0.44517504344903935,1966.0,0,0,1,0,0,0,0,0,0,0,4.0770391114416915,1,0,0,0,0
4,58.6,5.447981945834962,0.4454809906587142,1966.0,0,0,1,0,0,0,0,0,0,0,3.635515547650751,1,0,0,0,0
5,68.4,5.879501933011822,0.4445085155993906,1966.0,0,0,1,0,0,0,0,0,0,0,3.584172203905428,1,0,0,0,0
6,76.05,6.179477380772162,0.441864257572915,1966.0,0,0,1,0,0,0,0,0,0,0,2.5940524633251956,1,0,0,0,0
7,76.4,6.25173424045166,0.4395259467561143,1966.0,0,0,1,0,0,0,0,0,0,0,2.6427708436024075,1,0,0,0,0
8,67.5,5.8666169685235205,0.43819289105681664,1966.0,0,0,1,0,0,0,0,0,0,0,3.832665606583513,1,0,0,0,0
9,55.3,5.493879368358652,0.4387829321040468,1966.0,0,0,1,0,0,0,0,0,0,0,4.847888473137259,1,0,0,0,0
10,46.2,5.223547760466824,0.4409245625717707,1966.0,0,0,1,0,0,0,0,0,0,0,7.027103716521537,1,0,0,0,0
11,35.35,5.059327624831601,0.44189703763109445,1966.0,0,0,1,0,0,0,0,0,0,0,7.799520993615994,1,0,0,0,0
0,32.6,5.06488698973004,0.4647164937295253,1974.0,0,0,1,0,0,0,0,0,0,0,9.383995271633463,1,0,0,0,0
1,34.05,5.306388416431427,0.46647136074350937,1974.0,0,0,1,0,0,0,0,0,0,0,12.561506301341357,0,1,0,0,0
2,42.55,5.149143406705941,0.46738342978367214,1974.0,0,0,1,0,0,0,0,0,0,0,10.124192282024257,1,0,0,0,0
3,47.1,5.246097147996575,0.4703736308140793,1974.0,0,0,1,0,0,0,0,0,0,0,5.425225132141062,1,0,0,0,0
4,58.6,5.439752365856358,0.4706968957903395,1974.0,0,0,1,0,0,0,0,0,0,0,4.83769956046116,1,0,0,0,0
5,68.4,5.870620510152287,0.469669374972941,1974.0,0,0,1,0,0,0,0,0,0,0,4.769378116579602,1,0,0,0,0
6,76.05,6.170142822795164,0.4668754419638347,1974.0,0,0,1,0,0,0,0,0,0,0,3.4518478320772794,1,0,0,0,0
7,76.4,6.242290533139799,0.46440477393098867,1974.0,0,0,1,0,0,0,0,0,0,0,3.516676295541216,1,0,0,0,0
8,67.5,5.857755009356566,0.4629962622487119,1974.0,0,0,1,0,0,0,0,0,0,0,5.1000427524907535,1,0,0,0,0
9,55.3,5.485580456926085,0.46361970184578527,1974.0,0,0,1,0,0,0,0,0,0,0,6.450977207569858,1,0,0,0,0
10,46.2,5.215657204937417,0.46588255667960676,1974.0,0,0,1,0,0,0,0,0,0,0,9.350810391307116,1,0,0,0,0
11,35.35,5.051685135972339,0.4669100774970054,1974.0,0,0,1,0,0,0,0,0,0,0,10.378648856832896,1,0,0,0,0
0,32.6,0.9501452144122919,0.7883583375768733,1931.0,1,0,0,0,0,0,0,0,0,0,11.326739896181074,1,0,0,0,0
1,34.05,0.995449566773823,0.7913353441184534,1931.0,1,0,0,0,0,0,0,0,0,0,15.162082935999432,0,1,0,0,0
2,42.55,0.9659512593517955,0.7928826040973009,1931.0,1,0,0,0,0,0,0,0,0,0,12.220178007128455,0,1,0,0,0
3,47.1,0.9841392531793879,0.7979552665595989,1931.0,1,0,0,0,0,0,0,0,0,0,6.54839566423714,1,0,0,0,0
4,58.6,1.02046791734673,0.7985036625014689,1931.0,1,0,0,0,0,0,0,0,0,0,5.839236170850594,1,0,0,0,0
5,68.4,1.1012964345822749,0.7967605468290964,1931.0,1,0,0,0,0,0,0,0,0,0,5.756770312569823,1,0,0,0,0
6,76.05,1.1574851891476556,0.792020839045791,1931.0,1,0,0,0,0,0,0,0,0,0,4.166475091193229,1,0,0,0,0
7,76.4,1.1710197066707038,0.7878295272043558,1931.0,1,0,0,0,0,0,0,0,0,0,4.2447248262229085,1,0,0,0,0
8,67.5,1.098882936702291,0.7854400877433506,1931.0,1,0,0,0,0,0,0,0,0,0,6.155891605304563,1,0,0,0,0
9,55.3,1.0290650176381764,0.7864977084883857,1931.0,1,0,0,0,0,0,0,0,0,0,7.786506577556843,1,0,0,0,0
10,46.2,0.9784288856463537,0.7903364800814758,1931.0,1,0,0,0,0,0,0,0,0,0,11.286684834657475,1,0,0,0,0
11,35.35,0.9476686185485175,0.7920795957538486,1931.0,1,0,0,0,0,0,0,0,0,0,12.527314078098458,0,1,0,0,0
0,32.6,0.06129969125240593,0.5062090378125187,1919.0,1,0,0,0,0,0,0,0,0,0,6.688670740179885,1,0,0,0,0
1,34.05,0.06422255269508535,0.5081205893813228,1919.0,1,0,0,0,0,0,0,0,0,0,8.953518966952966,1,0,0,0,0
2,42.55,0.06231943608721261,0.5091140931572142,1919.0,1,0,0,0,0,0,0,0,0,0,7.216264152373466,1,0,0,0,0
3,47.1,0.06349285504383148,0.5123712764224793,1919.0,1,0,0,0,0,0,0,0,0,0,3.8669610917146087,1,0,0,0,0
4,58.6,0.06583663982882129,0.5127234043430484,1919.0,1,0,0,0,0,0,0,0,0,0,3.448187958667327,1,0,0,0,0
5,68.4,0.0710513828762758,0.511604140595525,1919.0,1,0,0,0,0,0,0,0,0,0,3.399490188752757,1,0,0,0,0
6,76.05,0.07467646381597778,0.5085607492820342,1919.0,1,0,0,0,0,0,0,0,0,0,2.4603884513626473,1,0,0,0,0
7,76.4,0.07554965849488411,0.5058694858891126,1919.0,1,0,0,0,0,0,0,0,0,0,2.506596514575639,1,0,0,0,0
8,67.5,0.07089567333563167,0.504335214235204,1919.0,1,0,0,0,0,0,0,0,0,0,3.635179445941201,1,0,0,0,0
9,55.3,0.06639129146052751,0.5050143180820161,1919.0,1,0,0,0,0,0,0,0,0,0,4.59809081791332,1,0,0,0,0
10,46.2,0.06312444423524863,0.5074792135260002,1919.0,1,0,0,0,0,0,0,0,0,0,6.665017410054476,1,0,0,0,0
11,35.35,0.061139910874097904,0.5085984772735238,1919.0,1,0,0,0,0,0,0,0,0,0,7.39763426151171,1,0,0,0,0
0,32.6,0.6053344511175086,0.771761319943676,1926.0,1,0,0,0,0,0,0,0,0,0,14.550794416284877,0,1,0,0,0
1,34.05,0.6341977078639679,0.7746756526633282,1926.0,1,0,0,0,0,0,0,0,0,0,19.477833317137723,0,1,0,0,0
2,42.55,0.6154044313612246,0.7761903387478841,1926.0,1,0,0,0,0,0,0,0,0,0,15.698541640572461,0,1,0,0,0
3,47.1,0.6269919435578358,0.781156208316239,1926.0,1,0,0,0,0,0,0,0,0,0,8.412337525198401,1,0,0,0,0
4,58.6,0.6501368183096102,0.7816930590803854,1926.0,1,0,0,0,0,0,0,0,0,0,7.501322167628172,1,0,0,0,0
5,68.4,0.7016324059032235,0.7799866405800628,1926.0,1,0,0,0,0,0,0,0,0,0,7.395383145349524,1,0,0,0,0
6,76.05,0.7374300801827806,0.7753467161185112,1926.0,1,0,0,0,0,0,0,0,0,0,5.352424708981353,1,0,0,0,0
7,76.4,0.7460528776369806,0.7712436424211063,1926.0,1,0,0,0,0,0,0,0,0,0,5.452947526489463,1,0,0,0,0
8,67.5,0.7000947741893627,0.7689045069487538,1926.0,1,0,0,0,0,0,0,0,0,0,7.90811072018358,1,0,0,0,0
9,55.3,0.6556140031727092,0.7699398619938935,1926.0,1,0,0,0,0,0,0,0,0,0,10.00286556145602,1,0,0,0,0
10,46.2,0.6233538868230801,0.7736978173429185,1926.0,1,0,0,0,0,0,0,0,0,0,14.499338042173378,0,1,0,0,0
11,35.35,0.6037566198817168,0.7754042358432413,1926.0,1,0,0,0,0,0,0,0,0,0,16.09310122854506,0,1,0,0,0
0,32.6,1.065082135510553,1.0705076373412281,1915.0,0,0,0,0,0,0,0,0,0,1,13.144256103786994,0,1,0,0,0
1,34.05,1.115866853077108,1.0745500988555843,1915.0,0,0,0,0,0,0,0,0,0,1,17.595027607619848,0,1,0,0,0
2,42.55,1.0828002020153191,1.0766511150373876,1915.0,0,0,0,0,0,0,0,0,0,1,14.18105746506267,0,1,0,0,0
3,47.1,1.1031883563865719,1.0835392566967186,1915.0,0,0,0,0,0,0,0,0,0,1,7.599167145056627,1,0,0,0,0
4,58.6,1.14391161702577,1.0842839206598893,1915.0,0,0,0,0,0,0,0,0,0,1,6.776214196110796,1,0,0,0,0
5,68.4,1.234517777475292,1.0819169530626678,1915.0,0,0,0,0,0,0,0,0,0,1,6.680515665819081,1,0,0,0,0
6,76.05,1.297503558802614,1.075480928809548,1915.0,0,0,0,0,0,0,0,0,0,1,4.83503780881891,1,0,0,0,0
7,76.4,1.3126753163486113,1.069789568519599,1915.0,0,0,0,0,0,0,0,0,0,1,4.925843686477527,1,0,0,0,0
8,67.5,1.2318123242066004,1.0665449612514972,1915.0,0,0,0,0,0,0,0,0,0,1,7.14368093104679,1,0,0,0,0
9,55.3,1.1535486891266655,1.0679810988947553,1915.0,0,0,0,0,0,0,0,0,0,1,9.035948344124751,1,0,0,0,0
10,46.2,1.0967872185874448,1.0731937466369514,1915.0,0,0,0,0,0,0,0,0,0,1,13.09777370975792,0,1,0,0,0
11,35.35,1.062305951437451,1.0755607142341732,1915.0,0,0,0,0,0,0,0,0,0,1,14.537477336318101,0,1,0,0,0
0,32.6,3.440445171541283,0.48961202017932137,1923.0,0,0,1,0,0,0,0,0,0,0,7.219489701544677,1,0,0,0,0
1,34.05,3.6044907700116653,0.49146089792619746,1923.0,0,0,1,0,0,0,0,0,0,0,9.664078332664863,1,0,0,0,0
2,42.55,3.4976783503948075,0.4924218278077975,1923.0,0,0,1,0,0,0,0,0,0,0,7.78895340425819,1,0,0,0,0
3,47.1,3.5635364893350414,0.49557221817911934,1923.0,0,0,1,0,0,0,0,0,0,0,4.173846622498982,1,0,0,0,0
4,58.6,3.6950814103925946,0.49591280092196494,1923.0,0,0,1,0,0,0,0,0,0,0,3.7218392747375137,1,0,0,0,0
5,68.4,3.9877588639309787,0.4948302343464914,1923.0,0,0,1,0,0,0,0,0,0,0,3.6692768057443135,1,0,0,0,0
6,76.05,4.191216531671753,0.49188662635475444,1923.0,0,0,1,0,0,0,0,0,0,0,2.6556471048437915,1,0,0,0,0
7,76.4,4.240224583025371,0.4892836011058631,1923.0,0,0,1,0,0,0,0,0,0,0,2.7055222817590696,1,0,0,0,0
8,67.5,3.9790196659623276,0.4877996334406072,1923.0,0,0,1,0,0,0,0,0,0,0,3.923670575617776,1,0,0,0,0
9,55.3,3.7262112332221067,0.4884564715875238,1923.0,0,0,1,0,0,0,0,0,0,0,4.962999465241967,1,0,0,0,0
10,46.2,3.5428594327033287,0.49084055078744293,1923.0,0,0,1,0,0,0,0,0,0,0,7.193959221740698,1,0,0,0,0
11,35.35,3.4314774978087446,0.4919231173629165,1923.0,0,0,1,0,0,0,0,0,0,0,7.984717209348164,1,0,0,0,0
0,32.6,0.20688645797687003,0.7883583375768733,2004.0,0,1,0,0,0,0,0,0,0,0,7.670707807891219,1,0,0,0,0
1,34.05,0.2167511153459131,0.7913353441184534,2004.0,0,1,0,0,0,0,0,0,0,0,10.268083228456417,1,0,0,0,0
2,42.55,0.21032809679434258,0.7928826040973009,2004.0,0,1,0,0,0,0,0,0,0,0,8.275762992024326,1,0,0,0,0
3,47.1,0.21428838577293124,0.7979552665595989,2004.0,0,1,0,0,0,0,0,0,0,0,4.434712036405169,1,0,0,0,0
4,58.6,0.22219865942227185,0.7985036625014689,2004.0,0,1,0,0,0,0,0,0,0,0,3.9544542294086087,1,0,0,0,0
5,68.4,0.2397984172074308,0.7967605468290964,2004.0,0,1,0,0,0,0,0,0,0,0,3.898606606103333,1,0,0,0,0
6,76.05,0.252033065378925,0.792020839045791,2004.0,0,1,0,0,0,0,0,0,0,0,2.821625048896528,1,0,0,0,0
7,76.4,0.25498009742023386,0.7878295272043558,2004.0,0,1,0,0,0,0,0,0,0,0,2.8746174243690117,1,0,0,0,0
